kod_obce,nazev_obce,volici_v_seznamu,vydane_obalky,platne_hlasy
24,Køes.demokr.unie-Ès.str.lid.,9,"8,33",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),15,"13,88",X
30,Strana Práv Obèanù,0,"0,00",-
5,5,"100,00",3090,1881,"60,87",1877,1867,"99,47"
1,Obèanská demokratická strana,216,"11,56",X
2,Øád národa - Vlastenecká unie,5,"0,26",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,2,"0,10",X
4,Èeská str.sociálnì demokrat.,203,"10,87",X
6,Radostné Èesko,2,"0,10",X
7,STAROSTOVÉ A NEZÁVISLÍ,193,"10,33",X
8,Komunistická str.Èech a Moravy,155,"8,30",X
9,Strana zelenıch,27,"1,44",X
10,"ROZUMNÍ-stop migraci,diktát.EU",7,"0,37",X
12,Strana svobodnıch obèanù,22,"1,17",X
13,Blok proti islam.-Obran.domova,3,"0,16",X
14,Obèanská demokratická aliance,4,"0,21",X
15,Èeská pirátská strana,180,"9,64",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,5,"0,26",X
20,TOP 09,78,"4,17",X
21,ANO 2011,515,"27,58",X
22,Dobrá volba 2016,1,"0,05",X
23,SPR-Republ.str.Èsl. M.Sládka,4,"0,21",X
24,Køes.demokr.unie-Ès.str.lid.,37,"1,98",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,7,"0,37",X
27,SPORTOVCI,9,"0,48",X
28,Dìlnic.str.sociální spravedl.,5,"0,26",X
29,Svob.a pø.dem.-T.Okamura (SPD),182,"9,74",X
30,Strana Práv Obèanù,5,"0,26",X
1,1,"100,00",31,22,"70,97",22,22,"100,00"
1,Obèanská demokratická strana,3,"13,63",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,1,"4,54",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,0,"0,00",-
8,Komunistická str.Èech a Moravy,3,"13,63",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,0,"0,00",-
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,1,"4,54",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,0,"0,00",-
21,ANO 2011,8,"36,36",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,2,"9,09",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),4,"18,18",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",231,146,"63,20",146,144,"98,63"
1,Obèanská demokratická strana,3,"2,08",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,15,"10,41",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,14,"9,72",X
8,Komunistická str.Èech a Moravy,17,"11,80",X
9,Strana zelenıch,1,"0,69",X
10,"ROZUMNÍ-stop migraci,diktát.EU",1,"0,69",X
12,Strana svobodnıch obèanù,0,"0,00",-
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,8,"5,55",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,1,"0,69",X
21,ANO 2011,62,"43,05",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,10,"6,94",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),12,"8,33",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",89,64,"71,91",64,64,"100,00"
1,Obèanská demokratická strana,11,"17,18",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,3,"4,68",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,2,"3,12",X
8,Komunistická str.Èech a Moravy,1,"1,56",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,0,"0,00",-
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,11,"17,18",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,1,"1,56",X
21,ANO 2011,21,"32,81",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,8,"12,50",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),6,"9,37",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",319,227,"71,16",227,225,"99,12"
1,Obèanská demokratická strana,23,"10,22",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,17,"7,55",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,24,"10,66",X
8,Komunistická str.Èech a Moravy,12,"5,33",X
9,Strana zelenıch,2,"0,88",X
10,"ROZUMNÍ-stop migraci,diktát.EU",1,"0,44",X
12,Strana svobodnıch obèanù,2,"0,88",X
13,Blok proti islam.-Obran.domova,2,"0,88",X
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,25,"11,11",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,14,"6,22",X
21,ANO 2011,74,"32,88",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,9,"4,00",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,2,"0,88",X
27,SPORTOVCI,1,"0,44",X
28,Dìlnic.str.sociální spravedl.,1,"0,44",X
29,Svob.a pø.dem.-T.Okamura (SPD),16,"7,11",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",219,146,"66,67",146,146,"100,00"
1,Obèanská demokratická strana,6,"4,10",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,14,"9,58",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,11,"7,53",X
8,Komunistická str.Èech a Moravy,8,"5,47",X
9,Strana zelenıch,1,"0,68",X
10,"ROZUMNÍ-stop migraci,diktát.EU",1,"0,68",X
12,Strana svobodnıch obèanù,4,"2,73",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,8,"5,47",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,2,"1,36",X
21,ANO 2011,70,"47,94",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,4,"2,73",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,3,"2,05",X
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),14,"9,58",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",82,51,"62,20",51,51,"100,00"
1,Obèanská demokratická strana,6,"11,76",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,7,"13,72",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,5,"9,80",X
8,Komunistická str.Èech a Moravy,6,"11,76",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,0,"0,00",-
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,4,"7,84",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,5,"9,80",X
21,ANO 2011,13,"25,49",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,0,"0,00",-
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,1,"1,96",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),3,"5,88",X
30,Strana Práv Obèanù,1,"1,96",X
1,1,"100,00",103,77,"74,76",77,76,"98,70"
1,Obèanská demokratická strana,1,"1,31",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,8,"10,52",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,7,"9,21",X
8,Komunistická str.Èech a Moravy,10,"13,15",X
9,Strana zelenıch,1,"1,31",X
10,"ROZUMNÍ-stop migraci,diktát.EU",2,"2,63",X
12,Strana svobodnıch obèanù,1,"1,31",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,8,"10,52",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,4,"5,26",X
21,ANO 2011,23,"30,26",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,1,"1,31",X
24,Køes.demokr.unie-Ès.str.lid.,3,"3,94",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,1,"1,31",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),6,"7,89",X
30,Strana Práv Obèanù,0,"0,00",-
2,2,"100,00",670,461,"68,81",461,459,"99,57"
1,Obèanská demokratická strana,59,"12,85",X
2,Øád národa - Vlastenecká unie,1,"0,21",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,2,"0,43",X
4,Èeská str.sociálnì demokrat.,24,"5,22",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,32,"6,97",X
8,Komunistická str.Èech a Moravy,35,"7,62",X
9,Strana zelenıch,7,"1,52",X
10,"ROZUMNÍ-stop migraci,diktát.EU",2,"0,43",X
12,Strana svobodnıch obèanù,5,"1,08",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,1,"0,21",X
15,Èeská pirátská strana,48,"10,45",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,1,"0,21",X
20,TOP 09,15,"3,26",X
21,ANO 2011,180,"39,21",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,10,"2,17",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,2,"0,43",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,1,"0,21",X
29,Svob.a pø.dem.-T.Okamura (SPD),31,"6,75",X
30,Strana Práv Obèanù,3,"0,65",X
1,1,"100,00",263,174,"66,16",174,174,"100,00"
1,Obèanská demokratická strana,12,"6,89",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,5,"2,87",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,17,"9,77",X
8,Komunistická str.Èech a Moravy,12,"6,89",X
9,Strana zelenıch,1,"0,57",X
10,"ROZUMNÍ-stop migraci,diktát.EU",2,"1,14",X
12,Strana svobodnıch obèanù,6,"3,44",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,16,"9,19",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,1,"0,57",X
21,ANO 2011,76,"43,67",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,7,"4,02",X
25,Èeská strana národnì sociální,1,"0,57",X
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),18,"10,34",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",82,54,"65,85",54,54,"100,00"
1,Obèanská demokratická strana,8,"14,81",X
2,Øád národa - Vlastenecká unie,1,"1,85",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,3,"5,55",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,8,"14,81",X
8,Komunistická str.Èech a Moravy,7,"12,96",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,0,"0,00",-
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,2,"3,70",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,0,"0,00",-
21,ANO 2011,18,"33,33",X
22,Dobrá volba 2016,1,"1,85",X
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,5,"9,25",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),1,"1,85",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",48,38,"79,17",38,38,"100,00"
1,Obèanská demokratická strana,3,"7,89",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,4,"10,52",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,4,"10,52",X
8,Komunistická str.Èech a Moravy,1,"2,63",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,0,"0,00",-
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,1,"2,63",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,1,"2,63",X
21,ANO 2011,15,"39,47",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,5,"13,15",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),4,"10,52",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",249,165,"66,27",165,165,"100,00"
1,Obèanská demokratická strana,3,"1,81",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,21,"12,72",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,13,"7,87",X
8,Komunistická str.Èech a Moravy,15,"9,09",X
9,Strana zelenıch,1,"0,60",X
10,"ROZUMNÍ-stop migraci,diktát.EU",2,"1,21",X
12,Strana svobodnıch obèanù,0,"0,00",-
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,11,"6,66",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,8,"4,84",X
21,ANO 2011,56,"33,93",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,7,"4,24",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,1,"0,60",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),26,"15,75",X
30,Strana Práv Obèanù,1,"0,60",X
1,1,"100,00",383,289,"75,46",289,288,"99,65"
1,Obèanská demokratická strana,22,"7,63",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,25,"8,68",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,41,"14,23",X
8,Komunistická str.Èech a Moravy,17,"5,90",X
9,Strana zelenıch,6,"2,08",X
10,"ROZUMNÍ-stop migraci,diktát.EU",2,"0,69",X
12,Strana svobodnıch obèanù,3,"1,04",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,26,"9,02",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,1,"0,34",X
20,TOP 09,4,"1,38",X
21,ANO 2011,96,"33,33",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,1,"0,34",X
24,Køes.demokr.unie-Ès.str.lid.,24,"8,33",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,3,"1,04",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),17,"5,90",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",179,137,"76,54",137,137,"100,00"
1,Obèanská demokratická strana,16,"11,67",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,14,"10,21",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,5,"3,64",X
8,Komunistická str.Èech a Moravy,9,"6,56",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,5,"3,64",X
13,Blok proti islam.-Obran.domova,1,"0,72",X
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,10,"7,29",X
17,Unie H.A.V.E.L.,1,"0,72",X
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,5,"3,64",X
21,ANO 2011,50,"36,49",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,2,"1,45",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,6,"4,37",X
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),13,"9,48",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",184,128,"69,57",128,128,"100,00"
1,Obèanská demokratická strana,8,"6,25",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,15,"11,71",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,12,"9,37",X
8,Komunistická str.Èech a Moravy,7,"5,46",X
9,Strana zelenıch,3,"2,34",X
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,1,"0,78",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,12,"9,37",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,6,"4,68",X
21,ANO 2011,42,"32,81",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,3,"2,34",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),19,"14,84",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",105,75,"71,43",75,75,"100,00"
1,Obèanská demokratická strana,4,"5,33",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,4,"5,33",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,2,"2,66",X
8,Komunistická str.Èech a Moravy,8,"10,66",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,2,"2,66",X
13,Blok proti islam.-Obran.domova,1,"1,33",X
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,2,"2,66",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,0,"0,00",-
21,ANO 2011,26,"34,66",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,13,"17,33",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,1,"1,33",X
29,Svob.a pø.dem.-T.Okamura (SPD),12,"16,00",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",1029,643,"62,49",642,634,"98,75"
1,Obèanská demokratická strana,62,"9,77",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,1,"0,15",X
4,Èeská str.sociálnì demokrat.,42,"6,62",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,48,"7,57",X
8,Komunistická str.Èech a Moravy,40,"6,30",X
9,Strana zelenıch,5,"0,78",X
10,"ROZUMNÍ-stop migraci,diktát.EU",7,"1,10",X
12,Strana svobodnıch obèanù,6,"0,94",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,59,"9,30",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,25,"3,94",X
21,ANO 2011,217,"34,22",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,2,"0,31",X
24,Køes.demokr.unie-Ès.str.lid.,45,"7,09",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,6,"0,94",X
27,SPORTOVCI,1,"0,15",X
28,Dìlnic.str.sociální spravedl.,2,"0,31",X
29,Svob.a pø.dem.-T.Okamura (SPD),66,"10,41",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",82,68,"82,93",68,68,"100,00"
1,Obèanská demokratická strana,13,"19,11",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,3,"4,41",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,8,"11,76",X
8,Komunistická str.Èech a Moravy,5,"7,35",X
9,Strana zelenıch,1,"1,47",X
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,1,"1,47",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,15,"22,05",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,3,"4,41",X
21,ANO 2011,14,"20,58",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,2,"2,94",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),3,"4,41",X
30,Strana Práv Obèanù,0,"0,00",-
12,12,"100,00",4550,2943,"64,68",2940,2922,"99,39"
1,Obèanská demokratická strana,295,"10,09",X
2,Øád národa - Vlastenecká unie,5,"0,17",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,175,"5,98",X
6,Radostné Èesko,4,"0,13",X
7,STAROSTOVÉ A NEZÁVISLÍ,272,"9,30",X
8,Komunistická str.Èech a Moravy,265,"9,06",X
9,Strana zelenıch,33,"1,12",X
10,"ROZUMNÍ-stop migraci,diktát.EU",33,"1,12",X
12,Strana svobodnıch obèanù,36,"1,23",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,5,"0,17",X
15,Èeská pirátská strana,307,"10,50",X
17,Unie H.A.V.E.L.,3,"0,10",X
19,Referendum o Evropské unii,5,"0,17",X
20,TOP 09,104,"3,55",X
21,ANO 2011,999,"34,18",X
22,Dobrá volba 2016,1,"0,03",X
